episodes,score,discounted_score
107100,3.3960,0.6140
107200,3.2000,0.6654
107300,3.2980,0.6397
107400,3.4800,0.6470
107500,3.0470,0.6466
107600,3.3380,0.6371
107700,3.3890,0.6433
107800,3.1600,0.6680
107900,3.3780,0.6344
108000,2.8400,0.6891
108100,2.9490,0.6723
108200,3.4290,0.6407
108300,2.9890,0.6696
108400,3.0470,0.6466
108500,3.0070,0.6492
108600,2.8400,0.6891
108700,3.1200,0.6707
108800,3.2290,0.6539
108900,2.9380,0.6634
109000,3.1200,0.6707
109100,3.2000,0.6654
109200,3.0400,0.6759
109300,3.1380,0.6502
109400,2.8980,0.6660
109500,3.3890,0.6433
109600,3.2650,0.6130
109700,3.2290,0.6539
109800,3.2290,0.6539
109900,3.3200,0.6575
110000,3.1780,0.6476
110100,2.7780,0.6739
110200,3.4580,0.6292
110300,3.1600,0.6680
110400,3.2870,0.6308
110500,3.0400,0.6759
110600,2.8580,0.6686
110700,3.0760,0.6350
110800,3.3380,0.6371
110900,3.2400,0.6628
111000,3.0000,0.6785
111100,3.0180,0.6581
111200,2.7890,0.6828
111300,3.1600,0.6680
111400,3.2000,0.6654
111500,3.0980,0.6528
111600,3.1490,0.6591
111700,3.1780,0.6476
111800,3.1380,0.6502
111900,3.0290,0.6670
112000,2.8690,0.6775
112100,2.9200,0.6838
112200,3.1090,0.6618
112300,3.4000,0.6523
112400,3.2800,0.6601
112500,2.8800,0.6864
112600,3.0180,0.6581
112700,2.9490,0.6723
112800,3.1270,0.6413
112900,3.0760,0.6350
113000,3.5200,0.6444
113100,2.7890,0.6828
113200,2.6690,0.6907
113300,2.6000,0.7048
113400,3.1600,0.6680
113500,3.5090,0.6355
113600,3.1490,0.6591
113700,2.9200,0.6838
113800,3.1780,0.6476
113900,2.7890,0.6828
114000,2.9490,0.6723
114100,3.0800,0.6733
114200,2.7090,0.6880
114300,2.9490,0.6723
114400,3.2400,0.6628
114500,2.7200,0.6970
114600,3.0400,0.6759
114700,2.8000,0.6917
114800,2.8980,0.6660
114900,2.7600,0.6943
115000,3.0400,0.6759
115100,2.7780,0.6739
115200,3.0800,0.6733
115300,2.6580,0.6818
115400,2.7890,0.6828
115500,3.0690,0.6644
115600,3.2400,0.6628
115700,3.0290,0.6670
115800,2.7340,0.6382
115900,2.7890,0.6828
116000,2.8290,0.6802
116100,2.7890,0.6828
116200,3.0400,0.6759
116300,3.2000,0.6654
116400,2.7490,0.6854
116500,2.8290,0.6802
116600,2.8000,0.6917
116700,2.8400,0.6891
116800,2.6290,0.6933
116900,3.0400,0.6759
117000,2.7090,0.6880
117100,2.7160,0.6587
117200,3.2070,0.6360
117300,2.9890,0.6696
117400,2.8000,0.6917
117500,2.9490,0.6723
117600,2.9490,0.6723
117700,3.1490,0.6591
117800,2.9200,0.6838
117900,3.2400,0.6628
118000,2.9600,0.6812
118100,3.0690,0.6644
118200,2.7090,0.6880
118300,2.9090,0.6749
118400,2.8980,0.6660
118500,2.7270,0.6676
118600,2.8000,0.6917
118700,3.0290,0.6670
118800,2.8400,0.6891
118900,2.8690,0.6775
119000,2.8000,0.6917
119100,2.8690,0.6775
119200,3.1090,0.6618
119300,2.6400,0.7022
119400,2.4690,0.7038
119500,2.9200,0.6838
119600,2.5490,0.6986
119700,2.9090,0.6749
119800,2.8400,0.6891
119900,2.8180,0.6712
120000,2.2400,0.7285
120100,2.6000,0.7048
120200,2.6290,0.6933
120300,2.9490,0.6723
120400,2.4690,0.7038
120500,2.8690,0.6775
120600,2.8800,0.6864
120700,2.8980,0.6660
120800,3.0800,0.6733
120900,2.6290,0.6933
121000,3.0400,0.6759
121100,2.5780,0.6870
121200,2.5490,0.6986
121300,2.5670,0.6781
121400,2.6290,0.6933
121500,2.7890,0.6828
121600,2.7090,0.6880
121700,2.7270,0.6676
121800,2.4690,0.7038
121900,2.7600,0.6943
122000,2.5600,0.7075
122100,2.4800,0.7127
122200,2.9090,0.6749
122300,2.3600,0.7206
122400,2.7490,0.6854
122500,2.3490,0.7117
122600,2.6400,0.7022
122700,2.3490,0.7117
122800,2.6400,0.7022
122900,2.7890,0.6828
123000,2.3890,0.7091
123100,2.5600,0.7075
123200,2.7600,0.6943
123300,2.6580,0.6818
123400,2.6000,0.7048
123500,2.4000,0.7180
123600,2.6000,0.7048
123700,2.5890,0.6959
123800,2.8580,0.6686
123900,2.2800,0.7259
124000,2.6290,0.6933
124100,2.7090,0.6880
124200,2.6290,0.6933
124300,2.3890,0.7091
124400,2.7380,0.6765
124500,2.7200,0.6970
124600,2.4470,0.6860
124700,2.4800,0.7127
124800,2.4290,0.7064
124900,2.4580,0.6949
125000,2.8800,0.6864
125100,2.6000,0.7048
125200,2.7200,0.6970
125300,2.6290,0.6933
125400,2.4470,0.6860
125500,2.5090,0.7012
125600,2.4800,0.7127
125700,2.4000,0.7180
125800,2.7890,0.6828
125900,2.2690,0.7170
126000,2.3890,0.7091
126100,2.3890,0.7091
126200,2.7090,0.6880
126300,2.4290,0.7064
126400,2.3200,0.7232
126500,2.2180,0.7107
126600,2.5380,0.6896
126700,2.6000,0.7048
126800,2.4690,0.7038
126900,2.3780,0.7002
127000,2.4690,0.7038
127100,2.5200,0.7101
127200,2.4290,0.7064
127300,2.2980,0.7054
127400,2.7890,0.6828
127500,2.2800,0.7259
127600,2.7090,0.6880
127700,2.5780,0.6870
127800,2.6180,0.6844
127900,2.4290,0.7064
128000,2.3090,0.7143
128100,2.5090,0.7012
128200,2.2980,0.7054
128300,2.6800,0.6996
128400,2.1600,0.7338
128500,2.1600,0.7338
128600,2.2800,0.7259
128700,2.2400,0.7285
128800,2.5600,0.7075
128900,2.4980,0.6923
129000,2.3490,0.7117
129100,2.4690,0.7038
129200,2.3090,0.7143
129300,2.3600,0.7206
129400,2.3490,0.7117
129500,2.2000,0.7311
129600,2.1600,0.7338
129700,2.2690,0.7170
129800,2.4690,0.7038
129900,2.6400,0.7022
130000,2.2690,0.7170
130100,2.3200,0.7232
130200,2.0800,0.7390
130300,2.2800,0.7259
130400,2.3600,0.7206
130500,2.1890,0.7222
130600,2.3200,0.7232
130700,2.3380,0.7028
130800,2.3600,0.7206
130900,2.2000,0.7311
131000,2.4800,0.7127
131100,2.2400,0.7285
131200,2.6000,0.7048
131300,2.3090,0.7143
131400,2.0000,0.7443
131500,2.1200,0.7364
131600,2.2400,0.7285
131700,2.2290,0.7196
131800,2.2800,0.7259
131900,2.1200,0.7364
132000,2.2400,0.7285
132100,2.3380,0.7028
132200,2.3490,0.7117
132300,1.8000,0.7574
132400,2.2800,0.7259
132500,2.4000,0.7180
132600,2.0800,0.7390
132700,2.0800,0.7390
132800,2.0400,0.7416
132900,2.0690,0.7301
133000,2.0800,0.7390
133100,2.2690,0.7170
133200,1.9890,0.7354
133300,2.3600,0.7206
133400,2.2400,0.7285
133500,2.3490,0.7117
133600,2.2800,0.7259
133700,2.6000,0.7048
133800,2.0180,0.7238
133900,1.9090,0.7406
134000,2.0690,0.7301
134100,2.4690,0.7038
134200,2.0000,0.7443
134300,2.0690,0.7301
134400,2.2000,0.7311
134500,2.2400,0.7285
134600,2.4800,0.7127
134700,2.0290,0.7327
134800,2.2000,0.7311
134900,2.0000,0.7443
135000,1.8180,0.7370
135100,2.0400,0.7416
135200,1.8870,0.7228
135300,2.0000,0.7443
135400,2.0800,0.7390
135500,1.9200,0.7495
135600,2.0690,0.7301
135700,2.2070,0.7018
135800,1.8690,0.7433
135900,2.0800,0.7390
136000,1.8800,0.7522
136100,1.8400,0.7548
136200,1.9780,0.7265
136300,2.0400,0.7416
136400,1.9890,0.7354
136500,1.7600,0.7600
136600,2.3600,0.7206
136700,2.0690,0.7301
136800,1.8400,0.7548
136900,1.9090,0.7406
137000,1.9380,0.7291
137100,1.8290,0.7459
137200,2.0000,0.7443
137300,2.2690,0.7170
137400,2.0000,0.7443
137500,2.1890,0.7222
137600,1.8000,0.7574
137700,2.0290,0.7327
137800,2.0000,0.7443
137900,1.6000,0.7706
138000,2.1560,0.6955
138100,1.7890,0.7485
138200,1.7780,0.7396
138300,1.7090,0.7538
138400,2.1200,0.7364
138500,2.0000,0.7443
138600,2.1600,0.7338
138700,1.8180,0.7370
138800,2.0000,0.7443
138900,1.8000,0.7574
139000,1.8690,0.7433
139100,1.6400,0.7679
139200,1.7600,0.7600
139300,1.8290,0.7459
139400,1.8580,0.7343
139500,1.8690,0.7433
139600,1.7890,0.7485
139700,1.9380,0.7291
139800,1.9600,0.7469
139900,2.0000,0.7443
140000,1.7890,0.7485
140100,1.9200,0.7495
140200,1.7380,0.7422
140300,1.5890,0.7617
140400,1.6800,0.7653
140500,1.6690,0.7564
140600,1.8800,0.7522
140700,1.8690,0.7433
140800,1.7090,0.7538
140900,2.0290,0.7327
141000,1.7200,0.7627
141100,2.1200,0.7364
141200,1.6690,0.7564
141300,2.1200,0.7364
141400,1.9600,0.7469
141500,1.9490,0.7380
141600,1.5600,0.7732
141700,1.4400,0.7811
141800,1.5600,0.7732
141900,1.6800,0.7653
142000,1.6400,0.7679
142100,1.8690,0.7433
142200,1.8400,0.7548
142300,1.6400,0.7679
142400,1.8800,0.7522
142500,1.8400,0.7548
142600,1.7200,0.7627
142700,1.5200,0.7758
142800,1.5890,0.7617
142900,1.8000,0.7574
143000,1.8800,0.7522
143100,1.6000,0.7706
143200,1.7200,0.7627
143300,1.7200,0.7627
143400,1.8000,0.7574
143500,1.8000,0.7574
143600,1.5200,0.7758
143700,1.9200,0.7495
143800,1.6800,0.7653
143900,1.6800,0.7653
144000,1.5200,0.7758
144100,1.4690,0.7695
144200,1.5200,0.7758
144300,1.7600,0.7600
144400,1.7090,0.7538
144500,1.6070,0.7412
144600,1.7890,0.7485
144700,2.0000,0.7443
144800,1.8400,0.7548
144900,1.4070,0.7544
145000,1.4000,0.7837
145100,1.7890,0.7485
145200,1.5200,0.7758
145300,1.4400,0.7811
145400,1.5490,0.7643
145500,1.7200,0.7627
145600,1.3490,0.7774
145700,1.5200,0.7758
145800,1.5600,0.7732
145900,1.3890,0.7748
146000,1.7490,0.7511
146100,1.3090,0.7801
146200,1.5490,0.7643
146300,1.5600,0.7732
146400,1.7600,0.7600
146500,1.6400,0.7679
146600,1.6290,0.7590
146700,1.7600,0.7600
146800,1.5200,0.7758
146900,1.5490,0.7643
147000,1.7200,0.7627
147100,1.4580,0.7606
147200,1.6400,0.7679
147300,1.6000,0.7706
147400,1.6690,0.7564
147500,1.5600,0.7732
147600,1.6000,0.7706
147700,1.8000,0.7574
147800,1.5090,0.7669
147900,1.5490,0.7643
148000,1.6690,0.7564
148100,1.7490,0.7511
148200,1.5490,0.7643
148300,1.4690,0.7695
148400,1.4800,0.7785
148500,1.5490,0.7643
148600,1.4400,0.7811
148700,1.3890,0.7748
148800,1.5890,0.7617
148900,1.4400,0.7811
149000,1.7090,0.7538
149100,1.6000,0.7706
149200,1.4800,0.7785
149300,1.3890,0.7748
149400,1.5890,0.7617
149500,1.6000,0.7706
149600,1.3600,0.7863
149700,1.5200,0.7758
149800,1.7380,0.7422
149900,1.6000,0.7706
150000,1.5490,0.7643
150100,1.5090,0.7669
150200,1.6800,0.7653
150300,1.7600,0.7600
150400,1.2400,0.7942
150500,1.2290,0.7853
150600,1.7200,0.7627
150700,1.5890,0.7617
150800,1.4000,0.7837
150900,1.5490,0.7643
151000,1.4400,0.7811
151100,1.4400,0.7811
151200,1.6800,0.7653
151300,1.5090,0.7669
151400,1.5200,0.7758
151500,1.4290,0.7722
151600,1.3200,0.7890
151700,1.4400,0.7811
151800,1.6400,0.7679
151900,1.6000,0.7706
152000,1.3890,0.7748
152100,1.2800,0.7916
152200,1.4290,0.7722
152300,1.6800,0.7653
152400,1.3600,0.7863
152500,1.4800,0.7785
152600,1.1380,0.7817
152700,1.4000,0.7837
152800,1.4000,0.7837
152900,1.2400,0.7942
153000,1.4800,0.7785
153100,1.6000,0.7706
153200,1.3890,0.7748
153300,1.2690,0.7827
153400,1.6400,0.7679
153500,1.2800,0.7916
153600,1.7200,0.7627
153700,1.4290,0.7722
153800,1.6400,0.7679
153900,1.4000,0.7837
154000,1.4290,0.7722
154100,1.4980,0.7580
154200,1.5200,0.7758
154300,1.4290,0.7722
154400,1.4400,0.7811
154500,1.4000,0.7837
154600,1.3600,0.7863
154700,1.4000,0.7837
154800,1.3090,0.7801
154900,1.4000,0.7837
155000,1.4000,0.7837
155100,1.2000,0.7969
155200,1.3200,0.7890
155300,1.3200,0.7890
155400,1.4400,0.7811
155500,1.5200,0.7758
155600,1.6400,0.7679
155700,1.4180,0.7633
155800,1.4000,0.7837
155900,1.3890,0.7748
156000,1.3200,0.7890
156100,1.3890,0.7748
156200,1.2000,0.7969
156300,1.3600,0.7863
156400,1.2290,0.7853
156500,1.2290,0.7853
156600,1.3200,0.7890
156700,1.4690,0.7695
156800,1.3600,0.7863
156900,1.2400,0.7942
157000,1.3600,0.7863
157100,1.3200,0.7890
157200,1.4000,0.7837
157300,1.4800,0.7785
157400,1.3890,0.7748
157500,1.3780,0.7659
157600,1.4400,0.7811
157700,1.4000,0.7837
157800,1.5200,0.7758
157900,1.2000,0.7969
158000,1.3200,0.7890
158100,1.3200,0.7890
158200,1.3600,0.7863
158300,1.6690,0.7564
158400,1.4400,0.7811
158500,1.2800,0.7916
158600,1.3600,0.7863
158700,1.2800,0.7916
158800,1.4000,0.7837
158900,1.1200,0.8021
159000,1.4000,0.7837
159100,1.1600,0.7995
159200,1.2000,0.7969
159300,1.4400,0.7811
159400,1.1600,0.7995
159500,1.1490,0.7906
159600,1.2690,0.7827
159700,1.1600,0.7995
159800,1.3600,0.7863
159900,1.2400,0.7942
160000,1.2980,0.7711
160100,1.4000,0.7837
160200,1.4000,0.7837
160300,1.3490,0.7774
160400,1.3200,0.7890
160500,1.3600,0.7863
160600,1.3200,0.7890
160700,1.1600,0.7995
160800,1.1600,0.7995
160900,1.2400,0.7942
161000,1.2400,0.7942
161100,1.2000,0.7969
161200,1.2800,0.7916
161300,1.4000,0.7837
161400,1.1490,0.7906
161500,1.1490,0.7906
161600,1.2290,0.7853
161700,1.2000,0.7969
161800,1.2800,0.7916
161900,1.1490,0.7906
162000,1.1600,0.7995
162100,1.3090,0.7801
162200,1.2690,0.7827
162300,1.2800,0.7916
162400,1.3090,0.7801
162500,1.2800,0.7916
162600,1.0690,0.7958
162700,1.2800,0.7916
162800,1.2400,0.7942
162900,1.2400,0.7942
163000,1.3890,0.7748
163100,1.0690,0.7958
163200,1.2400,0.7942
163300,1.2800,0.7916
163400,1.1200,0.8021
163500,1.3200,0.7890
163600,1.2800,0.7916
163700,1.2000,0.7969
163800,1.6000,0.7706
163900,1.0800,0.8047
164000,1.0800,0.8047
164100,1.1600,0.7995
164200,1.1600,0.7995
164300,1.0000,0.8100
164400,1.3090,0.7801
164500,1.2400,0.7942
164600,1.2690,0.7827
164700,1.3600,0.7863
164800,1.2000,0.7969
164900,1.2980,0.7711
165000,1.4400,0.7811
165100,1.1200,0.8021
165200,1.2000,0.7969
165300,1.1890,0.7879
165400,1.2000,0.7969
165500,1.2580,0.7738
165600,1.1200,0.8021
165700,1.2690,0.7827
165800,1.4800,0.7785
165900,1.3200,0.7890
166000,1.2400,0.7942
166100,1.1600,0.7995
166200,1.2690,0.7827
166300,1.2400,0.7942
166400,1.2290,0.7853
166500,1.2400,0.7942
166600,1.2290,0.7853
166700,1.0800,0.8047
166800,1.1200,0.8021
166900,1.3600,0.7863
167000,1.2800,0.7916
167100,1.2800,0.7916
167200,1.2800,0.7916
167300,1.2580,0.7738
167400,1.1780,0.7790
167500,1.2690,0.7827
167600,1.1600,0.7995
167700,1.3600,0.7863
167800,1.1600,0.7995
167900,1.0690,0.7958
168000,1.2400,0.7942
168100,1.2690,0.7827
168200,1.2400,0.7942
168300,1.2400,0.7942
168400,1.1600,0.7995
168500,1.3200,0.7890
168600,1.0800,0.8047
168700,1.2000,0.7969
168800,1.2800,0.7916
168900,1.2000,0.7969
169000,1.0400,0.8074
169100,1.1600,0.7995
169200,1.1890,0.7879
169300,1.1490,0.7906
169400,1.1600,0.7995
169500,1.0800,0.8047
169600,1.1600,0.7995
169700,1.3600,0.7863
169800,1.2290,0.7853
169900,1.3200,0.7890
170000,1.2800,0.7916
170100,1.1890,0.7879
170200,1.2000,0.7969
170300,1.3200,0.7890
170400,1.0800,0.8047
170500,1.2000,0.7969
170600,1.2800,0.7916
170700,1.2000,0.7969
170800,1.1600,0.7995
170900,1.2000,0.7969
171000,1.2400,0.7942
171100,1.0690,0.7958
171200,1.2000,0.7969
171300,1.2000,0.7969
171400,1.3200,0.7890
171500,1.1200,0.8021
171600,1.1090,0.7932
171700,1.1600,0.7995
171800,1.3200,0.7890
171900,1.2290,0.7853
172000,1.0800,0.8047
172100,1.1200,0.8021
172200,1.2400,0.7942
172300,1.0290,0.7985
172400,1.2400,0.7942
172500,1.2290,0.7853
172600,1.2000,0.7969
172700,1.1600,0.7995
172800,1.1200,0.8021
172900,1.1600,0.7995
173000,1.0800,0.8047
173100,1.1200,0.8021
173200,1.1200,0.8021
173300,1.2000,0.7969
173400,1.2180,0.7764
173500,1.2000,0.7969
173600,1.1090,0.7932
173700,1.2400,0.7942
173800,1.0800,0.8047
173900,1.1200,0.8021
174000,1.0800,0.8047
174100,0.9890,0.8011
174200,1.2000,0.7969
174300,1.1600,0.7995
174400,1.1600,0.7995
174500,1.1600,0.7995
174600,1.2000,0.7969
174700,1.2400,0.7942
174800,1.1490,0.7906
174900,1.0800,0.8047
175000,1.2400,0.7942
175100,1.1200,0.8021
175200,1.1200,0.8021
175300,1.0800,0.8047
175400,1.0400,0.8074
175500,1.0400,0.8074
175600,1.2000,0.7969
175700,1.0290,0.7985
175800,1.0290,0.7985
175900,1.1600,0.7995
176000,1.2400,0.7942
176100,1.0400,0.8074
176200,1.0800,0.8047
176300,1.1600,0.7995
176400,1.0400,0.8074
176500,1.1600,0.7995
176600,1.1600,0.7995
176700,1.1600,0.7995
176800,1.2980,0.7711
176900,1.2400,0.7942
177000,1.2800,0.7916
177100,1.0800,0.8047
177200,1.1090,0.7932
177300,1.1200,0.8021
177400,1.2400,0.7942
177500,1.1600,0.7995
177600,1.1200,0.8021
177700,1.3600,0.7863
177800,1.1200,0.8021
177900,1.2400,0.7942
178000,1.2000,0.7969
178100,1.1200,0.8021
178200,1.1600,0.7995
178300,1.0800,0.8047
178400,1.1600,0.7995
178500,1.2400,0.7942
178600,1.1600,0.7995
178700,1.0800,0.8047
178800,1.1600,0.7995
178900,1.0800,0.8047
179000,1.1600,0.7995
179100,1.1600,0.7995
179200,1.2400,0.7942
179300,1.1600,0.7995
179400,1.2400,0.7942
179500,1.0690,0.7958
179600,1.3600,0.7863
179700,1.0800,0.8047
179800,1.1600,0.7995
179900,1.1200,0.8021
180000,1.1200,0.8021
180100,1.0400,0.8074
180200,1.1600,0.7995
180300,1.0690,0.7958
180400,1.1200,0.8021
180500,1.0800,0.8047
180600,1.0400,0.8074
180700,1.1200,0.8021
180800,1.0800,0.8047
180900,1.3200,0.7890
181000,1.1200,0.8021
181100,1.3600,0.7863
181200,1.1600,0.7995
181300,1.1600,0.7995
181400,1.0400,0.8074
181500,1.0800,0.8047
181600,1.0070,0.7806
181700,1.1200,0.8021
181800,1.1200,0.8021
181900,1.2000,0.7969
182000,1.1200,0.8021
182100,1.1200,0.8021
182200,1.2290,0.7853
182300,1.0800,0.8047
182400,1.0800,0.8047
182500,1.1600,0.7995
182600,1.1200,0.8021
182700,1.0400,0.8074
182800,1.1780,0.7790
182900,1.0690,0.7958
183000,1.0800,0.8047
183100,1.1600,0.7995
183200,1.0800,0.8047
183300,1.1890,0.7879
183400,1.1200,0.8021
183500,1.1890,0.7879
183600,1.1200,0.8021
183700,1.1200,0.8021
183800,1.0400,0.8074
183900,1.1200,0.8021
184000,1.0400,0.8074
184100,1.1200,0.8021
184200,1.0800,0.8047
184300,1.0800,0.8047
184400,1.2800,0.7916
184500,1.2000,0.7969
184600,1.1600,0.7995
184700,1.0400,0.8074
184800,1.0800,0.8047
184900,1.1090,0.7932
185000,1.2400,0.7942
185100,1.0690,0.7958
185200,1.2000,0.7969
185300,1.1200,0.8021
185400,1.1200,0.8021
185500,1.0800,0.8047
185600,1.1200,0.8021
185700,1.1200,0.8021
185800,1.1200,0.8021
185900,1.0800,0.8047
186000,1.0800,0.8047
186100,1.2290,0.7853
186200,1.1200,0.8021
186300,1.1200,0.8021
186400,1.1600,0.7995
186500,1.0000,0.8100
186600,1.1200,0.8021
186700,1.1200,0.8021
186800,1.2400,0.7942
186900,1.0800,0.8047
187000,1.0400,0.8074
187100,1.2000,0.7969
187200,1.0000,0.8100
187300,1.0000,0.8100
187400,1.0800,0.8047
187500,1.0400,0.8074
187600,1.0690,0.7958
187700,1.0400,0.8074
187800,1.0400,0.8074
187900,1.0800,0.8047
188000,1.0800,0.8047
188100,1.0400,0.8074
188200,1.0800,0.8047
188300,0.9890,0.8011
188400,1.0400,0.8074
188500,1.2400,0.7942
188600,1.0000,0.8100
188700,1.1600,0.7995
188800,1.2000,0.7969
188900,1.0000,0.8100
189000,1.2400,0.7942
189100,1.1600,0.7995
189200,1.1200,0.8021
189300,1.0400,0.8074
189400,1.0000,0.8100
189500,1.0000,0.8100
189600,1.1200,0.8021
189700,1.1200,0.8021
189800,1.1600,0.7995
189900,1.0800,0.8047
190000,1.0400,0.8074
190100,1.0290,0.7985
190200,1.0400,0.8074
190300,1.0290,0.7985
190400,1.1200,0.8021
190500,1.0800,0.8047
190600,0.9890,0.8011
190700,1.0400,0.8074
190800,1.0690,0.7958
190900,1.0800,0.8047
191000,1.0690,0.7958
191100,1.0800,0.8047
191200,1.0400,0.8074
191300,1.1200,0.8021
191400,1.0400,0.8074
191500,1.0690,0.7958
191600,1.0400,0.8074
191700,1.0800,0.8047
191800,1.0800,0.8047
191900,1.1200,0.8021
192000,1.1600,0.7995
192100,1.0800,0.8047
192200,1.0400,0.8074
192300,1.0400,0.8074
192400,1.2000,0.7969
192500,1.0400,0.8074
192600,1.1200,0.8021
192700,1.2000,0.7969
192800,1.0400,0.8074
192900,1.0400,0.8074
193000,1.0800,0.8047
193100,1.0800,0.8047
193200,1.0800,0.8047
193300,1.1490,0.7906
193400,1.1200,0.8021
193500,1.0800,0.8047
193600,1.1200,0.8021
193700,1.0400,0.8074
193800,1.0400,0.8074
193900,1.0400,0.8074
194000,1.1200,0.8021
194100,1.1600,0.7995
194200,1.1890,0.7879
194300,1.0400,0.8074
194400,1.0000,0.8100
194500,1.1490,0.7906
194600,1.0000,0.8100
194700,1.1200,0.8021
194800,1.0400,0.8074
194900,1.0000,0.8100
195000,1.1600,0.7995
195100,1.0400,0.8074
195200,1.0800,0.8047
195300,1.0000,0.8100
195400,1.0690,0.7958
195500,1.1200,0.8021
195600,1.0800,0.8047
195700,1.1200,0.8021
195800,1.0800,0.8047
195900,1.0800,0.8047
196000,1.0400,0.8074
196100,1.2400,0.7942
196200,1.0800,0.8047
196300,1.0000,0.8100
196400,1.0800,0.8047
196500,1.0000,0.8100
196600,1.0400,0.8074
196700,1.0800,0.8047
196800,1.0800,0.8047
196900,1.0800,0.8047
197000,1.0800,0.8047
197100,1.0400,0.8074
197200,1.0000,0.8100
197300,1.0800,0.8047
197400,1.0400,0.8074
197500,1.0400,0.8074
197600,1.0800,0.8047
197700,1.0000,0.8100
197800,1.0800,0.8047
197900,1.0800,0.8047
198000,1.0800,0.8047
198100,1.0400,0.8074
198200,1.0000,0.8100
198300,1.0000,0.8100
198400,1.0000,0.8100
198500,0.9890,0.8011
198600,1.0000,0.8100
198700,1.1200,0.8021
198800,1.1200,0.8021
198900,1.1200,0.8021
199000,1.1600,0.7995
199100,1.0800,0.8047
199200,1.1200,0.8021
199300,1.0800,0.8047
199400,1.0800,0.8047
199500,1.2000,0.7969
199600,1.0800,0.8047
199700,1.0800,0.8047
199800,1.0800,0.8047
199900,1.0000,0.8100
200000,1.0000,0.8100
200100,1.0400,0.8074
200200,1.0400,0.8074
200300,1.0000,0.8100
200400,1.0800,0.8047
200500,1.0000,0.8100
200600,1.0000,0.8100
200700,1.0800,0.8047
200800,1.0800,0.8047
200900,1.0000,0.8100
201000,1.1600,0.7995
201100,1.0000,0.8100
201200,1.0400,0.8074
201300,1.0800,0.8047
201400,1.1200,0.8021
201500,1.0400,0.8074
201600,1.0000,0.8100
201700,1.0800,0.8047
201800,1.0400,0.8074
201900,1.0000,0.8100
202000,1.0400,0.8074
202100,1.0400,0.8074
202200,1.0690,0.7958
202300,1.0400,0.8074
202400,1.0400,0.8074
202500,1.0400,0.8074
202600,1.0400,0.8074
202700,1.1600,0.7995
202800,1.0290,0.7985
202900,1.0800,0.8047
203000,0.9890,0.8011
203100,1.0800,0.8047
203200,1.0000,0.8100
203300,1.0400,0.8074
203400,1.0800,0.8047
203500,1.0400,0.8074
203600,1.1200,0.8021
